0	12373	12373	S1	1009714	                    Pseudomonas aeruginosa PAK
0	10032	10032	S1	1427342	                    Pseudomonas aeruginosa SCV20265
0	9506	9506	S1	910265	                    Pseudomonas aeruginosa C-NN2
0	6831	6831	S1	388272	                    Pseudomonas aeruginosa PACS2
0	5070	5070	S1	1352355	                    Pseudomonas aeruginosa c7447m
0	4404	4404	S1	941193	                    Pseudomonas aeruginosa M18
0	4245	4245	S1	1193501	                    Pseudomonas aeruginosa SJTD-1
0	3064	3064	S1	798130	                    Pseudomonas aeruginosa 39016
0	2108	2108	S1	1089456	                    Pseudomonas aeruginosa NCGM2.S1
0	1474	1474	S1	1340851	                    Pseudomonas aeruginosa RP73
0	1134	1134	S1	1411700	                    Pseudomonas aeruginosa DHS01
0	700	700	S1	208963	                    Pseudomonas aeruginosa UCBPP-PA14
0	657	133	S1	208964	                    Pseudomonas aeruginosa PAO1
0	495	495	S2	1147787	                      Pseudomonas aeruginosa PAO1H2O
0	20	20	S2	1367494	                      Pseudomonas aeruginosa PAO1-VE13
0	9	9	S2	1367493	                      Pseudomonas aeruginosa PAO1-VE2
0	457	457	S1	1051003	                    Pseudomonas aeruginosa 19BR
0	388	388	S1	1408276	                    Pseudomonas aeruginosa LESlike5
0	370	370	S1	1408271	                    Pseudomonas aeruginosa LES400
0	319	319	S1	1408275	                    Pseudomonas aeruginosa LESlike4
0	307	307	S1	1408273	                    Pseudomonas aeruginosa LESB65
0	302	302	S1	1408277	                    Pseudomonas aeruginosa LESlike7
0	297	297	S1	1408272	                    Pseudomonas aeruginosa LES431
0	243	243	S1	1408274	                    Pseudomonas aeruginosa LESlike1
0	228	228	S1	1051004	                    Pseudomonas aeruginosa 213BR
0	153	153	S1	1279007	                    Pseudomonas aeruginosa PA1
0	143	143	S1	1279008	                    Pseudomonas aeruginosa PA1R
0	88	88	S1	557722	                    Pseudomonas aeruginosa LESB58
0	37	37	S1	1352354	                    Pseudomonas aeruginosa PAO581
0	30	30	S1	1123015	                    Pseudomonas aeruginosa DSM 50071 = NBRC 12689
0	8	8	S1	1356855	                    Pseudomonas aeruginosa DK1
0.09	2241911	1547850	S	300	                  Pseudomonas mendocina
0.01	236571	236571	S1	399739	                    Pseudomonas mendocina ymp
0.01	229575	229575	S1	1001585	                    Pseudomonas mendocina NK-01
0.01	227915	227915	S1	1225174	                    Pseudomonas mendocina S5.2
0.04	1122131	1122131	S	53408	                  Pseudomonas citronellolis
0.03	884706	45	G2	1232139	                  Pseudomonas oleovorans/pseudoalcaligenes group
0.03	731815	731815	S	1149133	                    Pseudomonas furukawaii
0.01	152846	151882	S	330	                    Pseudomonas pseudoalcaligenes
0	964	964	S1	1182590	                      Pseudomonas pseudoalcaligenes CECT 5344
0.03	743137	0	S	53412	                  Pseudomonas resinovorans
0.03	743137	743137	S1	1245471	                    Pseudomonas resinovorans NBRC 106553
0.02	524947	524947	S	43263	                  Pseudomonas alcaligenes
0.32	8327949	1977010	G1	136849	                Pseudomonas syringae group
0.13	3520836	0	G2	251695	                  Pseudomonas syringae group genomosp. 1
0.13	3520836	801796	S	317	                    Pseudomonas syringae
0.04	1110570	679646	S1	321	                      Pseudomonas syringae pv. syringae
0	114691	114691	S2	1262350	                        Pseudomonas syringae pv. syringae SM
0	98580	98580	S2	1324932	                        Pseudomonas syringae pv. syringae HS191
0	88314	88314	S2	1260626	                        Pseudomonas syringae pv. syringae B64
0	64751	64751	S2	1324931	                        Pseudomonas syringae pv. syringae B301D
0	64588	64588	S2	205918	                        Pseudomonas syringae pv. syringae B728a
0.02	652937	652937	S1	1357279	                      Pseudomonas syringae CC1557
0.02	528535	1531	S1	264449	                      Pseudomonas syringae group pathovars incertae sedis
0.02	442524	437524	S2	103796	                        Pseudomonas syringae pv. actinidiae
0	4319	4319	S3	1104678	                          Pseudomonas syringae pv. actinidiae ICMP 9853
0	675	675	S3	1194418	                          Pseudomonas syringae pv. actinidiae ICMP 9617
0	4	4	S3	1104679	                          Pseudomonas syringae pv. actinidiae ICMP 18708
0	2	2	S3	1095103	                          Pseudomonas syringae pv. actinidiae ICMP 18884
0	84480	84480	S2	264451	                        Pseudomonas syringae pv. cerasicola
0	131243	131243	S1	199201	                      Pseudomonas syringae pv. lapsa
0	125011	125011	S1	663959	                      Pseudomonas syringae pv. avii
0	87833	87833	S1	192087	                      Pseudomonas syringae pv. atrofaciens
0	82911	82911	S1	1332075	                      Pseudomonas syringae UMAF0158
0.03	759058	0	S	36746	                  Pseudomonas cichorii
0.03	759058	759058	S1	1441629	                    Pseudomonas cichorii JBC1
0.03	743034	743034	S	33069	                  Pseudomonas viridiflava
0.02	489400	61082	G2	251698	                  Pseudomonas syringae group genomosp. 2
0.01	263117	6210	S	29438	                    Pseudomonas savastanoi
0.01	162882	0	S1	319	                      Pseudomonas savastanoi pv. phaseolicola
0.01	162882	162882	S2	264730	                        Pseudomonas savastanoi pv. phaseolicola 1448A
0	94025	0	S1	360920	                      Pseudomonas savastanoi pv. savastanoi
0	94025	94025	S2	693985	                        Pseudomonas savastanoi pv. savastanoi NCPPB 3335
0.01	165201	137	S	47877	                    Pseudomonas amygdali
0.01	156289	156289	S1	53707	                      Pseudomonas amygdali pv. lachrymans
0	8775	8775	S1	129138	                      Pseudomonas amygdali pv. morsprunorum
0.02	394915	41319	S	251701	                  Pseudomonas syringae group genomosp. 3
0.01	353596	207716	S1	323	                    Pseudomonas syringae pv. tomato
0.01	145880	145880	S2	223283	                      Pseudomonas syringae pv. tomato str. DC3000
0.01	315421	315421	S	50340	                  Pseudomonas fuscovaginae
0	97445	97445	S	1206777	                  Pseudomonas sp. Lz4W
0	30830	30830	S	46257	                  Pseudomonas avellanae
0.2	5321767	50725	G1	136846	                Pseudomonas stutzeri group
0.16	4258835	0	G2	578833	                  Pseudomonas stutzeri subgroup
0.16	4258835	2769016	S	316	                    Pseudomonas stutzeri
0.02	506179	506179	S1	1123519	                      Pseudomonas stutzeri DSM 10701
0.02	437729	437729	S1	1196835	                      Pseudomonas stutzeri CCUG 29243
0.01	377502	377502	S1	644801	                      Pseudomonas stutzeri RCH2
0	98548	98548	S1	379731	                      Pseudomonas stutzeri A1501
0	69861	69861	S1	996285	                      Pseudomonas stutzeri DSM 4166
0.02	519710	519710	S	271420	                  Pseudomonas xanthomarina
0.02	492497	0	S	74829	                  Pseudomonas balearica
0.02	492497	492497	S1	1123016	                    Pseudomonas balearica DSM 6083
0.2	5251679	7827	G1	136842	                Pseudomonas chlororaphis group
0.14	3587704	2760572	S	587753	                  Pseudomonas chlororaphis
0.01	300548	300548	S1	86192	                    Pseudomonas chlororaphis subsp. aurantiaca
0.01	271161	271161	S1	1513890	                    Pseudomonas chlororaphis subsp. piscium
0.01	171411	0	S1	587851	                    Pseudomonas chlororaphis subsp. aureofaciens
0.01	171411	171411	S2	1038921	                      Pseudomonas chlororaphis subsp. aureofaciens 30-84
0	84012	84012	S1	1037915	                    Pseudomonas chlororaphis O6
0.04	1058550	1058550	S	296	                  Pseudomonas fragi
0.02	597598	597598	S	47884	                  Pseudomonas taetrolens
0.06	1647080	1647080	S	198620	                Pseudomonas koreensis
0.06	1551291	1551291	S	104087	                Pseudomonas frederiksbergensis
0.04	1146018	1146018	S	157782	                Pseudomonas parafulva
0.04	1118926	1118926	S	219572	                Pseudomonas antarctica
0.03	877658	520124	S	321662	                Pseudomonas moraviensis
0.01	357534	357534	S1	1395516	                  Pseudomonas moraviensis R28-S
0.03	828514	777788	S	930166	                Pseudomonas brassicacearum
0	50726	0	S1	86264	                  Pseudomonas brassicacearum subsp. brassicacearum
0	50726	50726	S2	994484	                    Pseudomonas brassicacearum subsp. brassicacearum NFM421
0.03	810580	810580	S	1028989	                Pseudomonas sp. StFLB209
0.03	742097	742097	S	1856685	                Pseudomonas sp. TCU-HL1
0.03	702756	702756	S	1283291	                Pseudomonas sp. URMO17WK12:I11
0.03	701428	701428	S	198618	                Pseudomonas umsongensis
0.03	699741	699741	S	1981174	                Pseudomonas sp. M30-35
0.03	698900	698900	S	1853130	                Pseudomonas silesiensis
0.03	689265	0	S	65741	                Pseudomonas knackmussii
0.03	689265	689265	S1	1301098	                  Pseudomonas knackmussii B13
0.03	686564	686564	S	46677	                Pseudomonas agarici
0.03	682452	682452	S	95300	                Pseudomonas vancouverensis
0.03	674526	674526	S	237610	                Pseudomonas psychrotolerans
0.03	674135	674135	S	143813	                Pseudomonas sp. LAB-08
0.03	671214	671214	S	1294143	                Pseudomonas sp. ATCC 13867
0.03	670712	670712	S	237609	                Pseudomonas alkylphenolica
0.02	645747	645747	S	1930532	                Pseudomonas sp. CC6-YY-74
0.02	645350	645350	S	395598	                Pseudomonas reinekei
0.02	638370	638370	S	2049589	                Pseudomonas sp. HLS-6
0.02	634232	634232	S	2054914	                Pseudomonas sp. 02C 26
0.02	631088	631088	S	122355	                Pseudomonas psychrophila
0.02	628902	628902	S	1881017	                Pseudomonas sp. 7SR1
0.02	627022	627022	S	1148509	                Pseudomonas prosekii
0.02	626434	626434	S	702115	                Pseudomonas arsenicoxydans
0.02	610235	610235	S	191390	                Pseudomonas palleroniana
0.02	608736	608736	S	359110	                Pseudomonas extremaustralis
0.02	604501	604501	S	1207075	                Pseudomonas sp. UW4
0.02	599657	599657	S	163011	                Pseudomonas lini
0.02	595744	595744	S	2054919	                Pseudomonas sp. S09G 359
0.02	595316	0	S	312306	                Pseudomonas entomophila
0.02	595316	595316	S1	384676	                  Pseudomonas entomophila L48
0.02	593608	593608	S	216142	                Pseudomonas rhizosphaerae
0.02	576048	576048	S	2201356	                Pseudomonas sp. 31-12
0.02	571819	571819	S	472181	                Pseudomonas sabulinigri
0.02	571327	571327	S	157783	                Pseudomonas cremoricolorata
0.02	565482	565482	S	1931241	                Pseudomonas sp. S-6-2
0.02	565334	565334	S	1788301	                Pseudomonas versuta
0.02	550244	550244	S	797277	                Pseudomonas litoralis
0.02	547827	547827	S	2067572	                Pseudomonas sp. NC02
0.02	547127	547127	S	2219057	                Pseudomonas sp. LG1E9
0.02	546308	546308	S	2083054	                Pseudomonas sp. LG1D9
0.02	540457	540457	S	1434072	                Pseudomonas salegens
0.02	535433	535433	S	1628086	                Pseudomonas kribbensis
0.02	530824	530824	S	1392877	                Pseudomonas oryzae
0.02	514831	514831	S	364197	                Pseudomonas pohangensis
0.02	513467	513467	S	86265	                Pseudomonas thivervalensis
0.02	499978	499978	S	487184	                Pseudomonas xinjiangensis
0.02	485023	485023	S	2025658	                Pseudomonas sp. NS1(2017)
0.02	471988	471988	S	1499686	                Pseudomonas saudiphocaensis
0.02	402986	402986	S	1534110	                Pseudomonas sp. DR 5-09
0.02	401164	401164	S	2213057	                Pseudomonas sp. R2A2
0.01	373388	373388	S	1649877	                Pseudomonas sp. CCOS 191
0.01	364460	364460	S	1827300	                Pseudomonas sp. MYb193
0.01	353473	353473	S	2018067	                Pseudomonas sp. FDAARGOS_380
0.01	349555	349555	S	1245526	                Pseudomonas guangdongensis
0.01	347641	347641	S	1659194	                Pseudomonas sp. GR 6-02
0.01	340219	340219	S	1898684	                Pseudomonas sp. LPH1
0.01	306381	306381	S	1855380	                Pseudomonas sp. Z003-0.4C(8344-21)
0.01	302044	302044	S	53407	                Pseudomonas asplenii
0.01	286694	286694	S	1421430	                Pseudomonas granadensis
0.01	273260	273260	S	118613	                Pseudomonas sp. B10
0.01	267918	267918	S	1274359	                Pseudomonas sihuiensis
0.01	265775	265775	S	2054915	                Pseudomonas sp. 09C 129
0.01	263932	0	S	101564	                Pseudomonas alcaliphila
0.01	263932	263932	S1	741155	                  Pseudomonas alcaliphila JAB1
0.01	227573	227573	S	150396	                Pseudomonas sp. MT-1
0.01	215561	215561	S	2083055	                Pseudomonas sp. LH1G9
0.01	214050	214050	S	1611770	                Pseudomonas sp. MRSN12121
0.01	202762	202762	S	1259844	                Pseudomonas sp. FGI182
0.01	190323	190323	S	515393	                Pseudomonas yamanorum
0.01	172930	172930	S	1500686	                Pseudomonas sp. Os17
0.01	169026	169026	S	1500687	                Pseudomonas sp. St29
0.01	159898	159898	S	2069256	                Pseudomonas sp. XWY-1
0.01	151257	151257	S	1583341	                Pseudomonas cerasi
0.01	148823	148823	S	1636610	                Pseudomonas sp. PONIH3
0.01	148762	148762	S	1855331	                Pseudomonas sp. A214
0.01	143715	143715	S	253237	                Pseudomonas sp. phDV1
0.01	138618	138618	S	2045200	                Pseudomonas sp. s211(2017)
0.01	136610	136610	S	244566	                Pseudomonas lurida
0.01	134151	134151	S	1338689	                Pseudomonas sp. JY-Q
0	119157	119157	S	1415630	                Pseudomonas sp. TKP
0	115221	115221	S	2083052	                Pseudomonas sp. SWI36
0	103831	103831	S	2083053	                Pseudomonas sp. SWI44
0	90732	90732	S	69328	                Pseudomonas sp. VLB120
0	71139	71139	S	321846	                Pseudomonas simiae
0	47683	47683	S	2083051	                Pseudomonas sp. SWI6
0	37181	37181	S	1495331	                Pseudomonas sp. WCS374
0	15475	15475	S	1761895	                Pseudomonas sp. bs2935
0.06	1540218	0	F1	351	              Azotobacter group
0.06	1540218	49896	G	352	                Azotobacter
0.03	865589	577052	S	353	                  Azotobacter chroococcum
0.01	288537	288537	S1	1328314	                    Azotobacter chroococcum NCIMB 8003
0.02	624733	624596	S	354	                  Azotobacter vinelandii
0	89	80	S1	1283330	                    Azotobacter vinelandii CA
0	9	9	S2	1283331	                      Azotobacter vinelandii CA6
0	48	48	S1	322710	                    Azotobacter vinelandii DJ
0.02	632058	0	G	1849530	              Oblitimonas
0.02	632058	632058	S	1697053	                Oblitimonas alkaliphila
0.96	25173277	22505	F	468	            Moraxellaceae
0.65	17169979	1187350	G	469	              Acinetobacter
0.2	5218001	1006205	G1	909768	                Acinetobacter calcoaceticus/baumannii complex
0.06	1646533	1576317	S	470	                  Acinetobacter baumannii
0	35935	35935	S1	1400867	                    Acinetobacter baumannii ZW85-1
0	8385	8385	S1	1401639	                    Acinetobacter baumannii NCGM 237
0	4863	4863	S1	509173	                    Acinetobacter baumannii AYE
0	4612	4612	S1	1370126	                    Acinetobacter baumannii DU202
0	3278	3278	S1	405416	                    Acinetobacter baumannii ACICU
0	3223	3223	S1	945556	                    Acinetobacter baumannii D1279779
0	2844	2844	S1	1096997	                    Acinetobacter baumannii BJAB0868
0	2264	2264	S1	1096996	                    Acinetobacter baumannii BJAB0715
0	1868	1868	S1	1100841	                    Acinetobacter baumannii TYTH-1
0	1018	1018	S1	696749	                    Acinetobacter baumannii 1656-2
0	689	689	S1	497978	                    Acinetobacter baumannii MDR-ZJ06
0	425	425	S1	1096995	                    Acinetobacter baumannii BJAB07104
0	241	241	S1	889738	                    Acinetobacter baumannii MDR-TJ
0	153	153	S1	480119	                    Acinetobacter baumannii AB0057
0	152	152	S1	1455315	                    Acinetobacter baumannii LAC-4
0	133	133	S1	557600	                    Acinetobacter baumannii AB307-0294
0	133	133	S1	1413216	                    Acinetobacter baumannii PKAB07
0.05	1264878	1179575	S	48296	                  Acinetobacter pittii
0	85303	85303	S1	871585	                    Acinetobacter pittii PHEA-2
0.02	591446	591446	S	106654	                  Acinetobacter nosocomialis
0.02	426270	426270	S	471	                  Acinetobacter calcoaceticus
0.01	282669	282669	S	1785128	                  Acinetobacter lactucae
0.03	722385	722385	S	29430	                Acinetobacter haemolyticus
0.03	658977	658977	S	40215	                Acinetobacter junii
0.02	621044	621044	S	106648	                Acinetobacter bereziniae
0.02	555392	555392	S	40216	                Acinetobacter radioresistens
0.02	525637	525637	S	108981	                Acinetobacter schindleri
0.02	520679	520679	S	1789224	                Acinetobacter larvae
0.02	517815	517815	S	1758189	                Acinetobacter sp. ACNIH2
0.02	497324	497324	S	1407071	                Acinetobacter sp. TGL-Y2
0.02	481198	413459	S	28090	                Acinetobacter lwoffii
0	67739	67739	S1	1046625	                  Acinetobacter lwoffii WJ10621
0.02	480927	480927	S	487316	                Acinetobacter soli
0.02	478510	478510	S	62977	                Acinetobacter sp. ADP1
0.02	469063	469063	S	1871111	                Acinetobacter defluvii
0.02	427272	0	S	52133	                Acinetobacter venetianus
0.02	427272	427272	S1	1197884	                  Acinetobacter venetianus VE-C3
0.02	408365	408365	S	1808001	                Acinetobacter sp. LoGeW2-3
0.02	401910	401910	S	1636603	                Acinetobacter sp. ACNIH1
0.02	399174	399174	S	1324350	                Acinetobacter equi
0.01	393322	271849	S	40214	                Acinetobacter johnsonii
0	121473	121473	S1	1242245	                  Acinetobacter johnsonii XBB1
0.01	389877	389877	S	756892	                Acinetobacter indicus
0.01	386308	386308	S	1608473	                Acinetobacter sp. NCu2D-2
0.01	385190	385190	S	1646498	                Acinetobacter sp. TTH0-4
0.01	370571	370571	S	2079596	                Acinetobacter sp. SWBY1
0.01	343571	343571	S	2004644	                Acinetobacter sp. WCHA45
0.01	330117	0	S	1148157	                Acinetobacter oleivorans
0.01	330117	330117	S1	436717	                  Acinetobacter oleivorans DR1
0.19	4875560	934906	G	497	              Psychrobacter
0.02	467107	467107	S	1699621	                Psychrobacter sp. P11F6
0.02	459989	459989	S	261164	                Psychrobacter alimentarius
0.02	443308	443308	S	1699623	                Psychrobacter sp. P11G3
0.02	442964	442964	S	1028416	                Psychrobacter sp. DAB_AL43B
0.02	413538	413538	S	1720344	                Psychrobacter sp. AntiMn-1
0.02	407810	407810	S	45610	                Psychrobacter urativorans
0.01	318181	0	S	334543	                Psychrobacter arcticus
0.01	318181	318181	S1	259536	                  Psychrobacter arcticus 273-4
0.01	192707	192707	S	571800	                Psychrobacter sp. G
0.01	190675	190667	S	330922	                Psychrobacter cryohalolentis
0	8	8	S1	335284	                  Psychrobacter cryohalolentis K5
0.01	184822	184822	S	1699624	                Psychrobacter sp. P11G5
0.01	173523	173523	S	1699622	                Psychrobacter sp. P2G3
0	125338	125338	S	349106	                Psychrobacter sp. PRwf-1
0	120692	120692	S	2203895	                Psychrobacter sp. YP14
0.1	2559516	223810	G	475	              Moraxella
0.04	1096332	1096332	S	34062	                Moraxella osloensis
0.01	380441	367896	S	480	                Moraxella catarrhalis
0	12545	12545	S1	1236608	                  Moraxella catarrhalis BBH18
0.01	372750	372750	S	476	                Moraxella bovis
0.01	366302	366302	S	386891	                Moraxella bovoculi
0	119881	119881	S	29433	                Moraxella ovis
0.02	545717	0	F1	54393	              unclassified Moraxellaceae
0.02	545717	545717	S	2283318	                Moraxellaceae bacterium HYN0046
5.84	153324097	2515882	O	91347	          Enterobacterales
2.86	75077794	6283864	F	543	            Enterobacteriaceae
0.47	12335379	1571118	G	547	              Enterobacter
0.31	8102538	2214531	G1	354276	                Enterobacter cloacae complex
0.11	2912901	2284237	S	550	                  Enterobacter cloacae
0.01	315907	0	S1	69219	                    Enterobacter cloacae subsp. dissolvens
0.01	315907	315907	S2	1104326	                      Enterobacter cloacae subsp. dissolvens SDM
0	129090	129090	S1	1354030	                    Enterobacter cloacae P101
0	125079	240	S1	336306	                    Enterobacter cloacae subsp. cloacae
0	85630	85630	S2	716541	                      Enterobacter cloacae subsp. cloacae ATCC 13047
0	39209	39209	S2	1211025	                      Enterobacter cloacae subsp. cloacae ENHKU01
0	55094	55094	S1	1045856	                    Enterobacter cloacae EcWSU1
0	3494	3494	S1	1333850	                    Enterobacter cloacae ECNIH2
0.03	873021	235229	S	61645	                  Enterobacter asburiae
0.02	549256	549256	S1	640513	                    Enterobacter asburiae LF7a
0	88536	88536	S1	1421338	                    Enterobacter asburiae L1
0.03	680577	138482	S	158836	                  Enterobacter hormaechei
0.01	255331	255331	S1	301105	                    Enterobacter hormaechei subsp. hormaechei
0	98598	98598	S1	299766	                    Enterobacter hormaechei subsp. steigerwaltii
0	94817	85986	S1	1812934	                    Enterobacter hormaechei subsp. hoffmannii
0	8809	8809	S2	1333851	                      Enterobacter hormaechei subsp. hoffmannii ECNIH3
0	22	22	S2	1333849	                      Enterobacter hormaechei subsp. hoffmannii ECR091
0	78428	78428	S1	1296536	                    Enterobacter hormaechei subsp. xiangfangensis
0	14921	14921	S1	301102	                    Enterobacter hormaechei subsp. oharae
0.02	501237	501237	S	69218	                  Enterobacter cancerogenus
0.02	412750	412750	S	2027919	                  Enterobacter cloacae complex sp.
0	99342	99342	S	1812935	                  Enterobacter roggenkampii
0	94354	94354	S	1915310	                  Enterobacter cloacae complex sp. ECNIH7
0	86708	86708	S	1870930	                  Enterobacter cloacae complex sp. 35734
0	61660	61660	S	299767	                  Enterobacter ludwigii
0	56637	56637	S	2077137	                  Enterobacter cloacae complex sp. FDA-CDC-AR_0132
0	56439	56439	S	208224	                  Enterobacter kobei
0	52381	52381	S	2077136	                  Enterobacter cloacae complex sp. FDA-CDC-AR_0164
0.02	632611	632611	S	1692238	                Enterobacter sp. FY-07
0.02	535675	535675	S	1914861	                Enterobacter sp. SA187
0.02	458676	458676	S	399742	                Enterobacter sp. 638
0.02	454873	454873	S	1166130	                Enterobacter sp. R4-368
0.01	260934	260934	S	881260	                Enterobacter bugandensis
0	89008	89008	S	1560339	                Enterobacter sp. E20
0	80330	80330	S	1977566	                Enterobacter sp. Crenshaw
0	76754	76754	S	1868135	                Enterobacter sp. HK169
0	61647	61647	S	1827481	                Enterobacter sp. ODB01
0	11215	11215	S	2051905	                Enterobacter sp. CRENT-193
0.37	9696088	2674941	G	570	              Klebsiella
0.11	2792963	2359112	S	573	                Klebsiella pneumoniae
0.01	281374	215465	S1	72407	                  Klebsiella pneumoniae subsp. pneumoniae
0	19299	19299	S2	1328324	                    Klebsiella pneumoniae subsp. pneumoniae KPNIH27
0	18080	18080	S2	272620	                    Klebsiella pneumoniae subsp. pneumoniae MGH 78578
0	15530	15530	S2	1123862	                    Klebsiella pneumoniae subsp. pneumoniae Kp13
0	7701	7701	S2	1392499	                    Klebsiella pneumoniae subsp. pneumoniae 1158
0	1941	1941	S2	484021	                    Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
0	1699	1699	S2	1193292	                    Klebsiella pneumoniae subsp. pneumoniae 1084
0	1211	1211	S2	1125630	                    Klebsiella pneumoniae subsp. pneumoniae HS11286
0	172	172	S2	1328325	                    Klebsiella pneumoniae subsp. pneumoniae KPR0928
0	140	140	S2	1094170	                    Klebsiella pneumoniae subsp. pneumoniae KPNIH10
0	109	109	S2	1225181	                    Klebsiella pneumoniae subsp. pneumoniae KPNIH24
0	17	17	S2	1406314	                    Klebsiella pneumoniae subsp. pneumoniae PittNDM01
0	10	10	S2	1087440	                    Klebsiella pneumoniae subsp. pneumoniae KPNIH1
0	55536	55536	S1	507522	                  Klebsiella pneumoniae 342
0	55058	0	S1	39831	                  Klebsiella pneumoniae subsp. rhinoscleromatis
0	55058	55058	S2	861365	                    Klebsiella pneumoniae subsp. rhinoscleromatis SB3432
0	21395	21395	S1	574	                  Klebsiella pneumoniae subsp. ozaenae
0	6902	6902	S1	1365186	                  Klebsiella pneumoniae KP-1
